Subject,Predicate,Object,SourceName,SourceChapter,SourceType
头风痛,证候导致舌象,舌色晦滞,丁光迪医生病例集,例五,现代临床
头风痛,证候导致舌象,苔薄腻,丁光迪医生病例集,例五,现代临床
头风痛,证候导致脉象,脉来稍缓,丁光迪医生病例集,例五,现代临床
头风痛,证候导致脉象,按之微紧,丁光迪医生病例集,例五,现代临床
头风痛,综合辨证证候,肝脾两病,丁光迪医生病例集,例五,现代临床
头风痛,综合辨证证候,寒束于哀,丁光迪医生病例集,例五,现代临床
头风痛,综合辨证证候,络脉痉急,丁光迪医生病例集,例五,现代临床
头风痛,综合辨证证候,上部畝涩,丁光迪医生病例集,例五,现代临床
头风痛,综合辨证证候,气失荣润,丁光迪医生病例集,例五,现代临床
头风痛,综合辨证证候,不通则痛,丁光迪医生病例集,例五,现代临床
头风痛,综合辨证证候,脾虚生湿,丁光迪医生病例集,例五,现代临床
头风痛,综合辨证证候,大便易泄,丁光迪医生病例集,例五,现代临床
头风痛,证候采用方剂,槟氏黑散,丁光迪医生病例集,例五,现代临床
槟氏黑散,方剂组成药材,甘菊花,丁光迪医生病例集,例五,现代临床
槟氏黑散,方剂组成药材,防风,丁光迪医生病例集,例五,现代临床
槟氏黑散,方剂组成药材,川苓,丁光迪医生病例集,例五,现代临床
槟氏黑散,方剂组成药材,细辛,丁光迪医生病例集,例五,现代临床
槟氏黑散,方剂组成药材,桂枝,丁光迪医生病例集,例五,现代临床
槟氏黑散,方剂组成药材,当归,丁光迪医生病例集,例五,现代临床
槟氏黑散,方剂组成药材,白术,丁光迪医生病例集,例五,现代临床
槟氏黑散,方剂组成药材,茯苓,丁光迪医生病例集,例五,现代临床
槟氏黑散,方剂组成药材,炙甘草,丁光迪医生病例集,例五,现代临床
槟氏黑散,方剂组成药材,赤芍,丁光迪医生病例集,例五,现代临床
槟氏黑散,方剂组成药材,红花,丁光迪医生病例集,例五,现代临床
槟氏黑散,方剂组成药材,桃仁泥,丁光迪医生病例集,例五,现代临床
槟氏黑散,方剂组成药材,葱白头,丁光迪医生病例集,例五,现代临床
槟氏黑散,方剂组成药材,黄酒,丁光迪医生病例集,例五,现代临床
甘菊花,药材具有功效,祛风寒,丁光迪医生病例集,例五,现代临床
防风,药材具有功效,祛风寒,丁光迪医生病例集,例五,现代临床
川苓,药材具有功效,调脾胃,丁光迪医生病例集,例五,现代临床
白术,药材具有功效,调脾胃,丁光迪医生病例集,例五,现代临床
槟氏黑散,归属于经典,侯氏黑散,丁光迪医生病例集,例五,现代临床
头风痛,临床验证理论,钱某,丁光迪医生病例集,例五,现代临床
丁光迪,名医经验总结,头风痛的治疗经验,丁光迪医生病例集,例五,现代临床
头痛耳鸣,疾病表现症状,心悸少寐,丁光迪医生病例集,例六,现代临床
头痛耳鸣,症状伴随症状,工作稍烦,丁光迪医生病例集,例六,现代临床
头痛耳鸣,症状伴随症状,头脑胀痛,丁光迪医生病例集,例六,现代临床
头痛耳鸣,症状伴随症状,耳闻嗜杂之声,丁光迪医生病例集,例六,现代临床
头痛耳鸣,症状伴随症状,不能多思考,丁光迪医生病例集,例六,现代临床
头痛耳鸣,症状伴随症状,乱梦纷纭,丁光迪医生病例集,例六,现代临床
头痛耳鸣,症状伴随症状,口舌作干,丁光迪医生病例集,例六,现代临床
头痛耳鸣,症状伴随症状,大便偏结,丁光迪医生病例集,例六,现代临床
头痛耳鸣,疾病导致脉象,脉细弦略数,丁光迪医生病例集,例六,现代临床
头痛耳鸣,疾病导致舌象,舌嫩少苔,丁光迪医生病例集,例六,现代临床
头痛耳鸣,综合辨证证候,阴虚阳浮,丁光迪医生病例集,例六,现代临床
头痛耳鸣,综合辨证证候,心肝肾俱稿,丁光迪医生病例集,例六,现代临床
阴虚阳浮,证候导致舌象,舌嫩少苔,丁光迪医生病例集,例六,现代临床
阴虚阳浮,证候导致脉象,脉细弦略数,丁光迪医生病例集,例六,现代临床
头痛耳鸣,证候采用方剂,杞葡地黄合磁朱丸加味,丁光迪医生病例集,例六,现代临床
杞葡地黄合磁朱丸加味,方剂组成药材,甘菊花,丁光迪医生病例集,例六,现代临床
杞葡地黄合磁朱丸加味,方剂组成药材,枸杞子,丁光迪医生病例集,例六,现代临床
杞葡地黄合磁朱丸加味,方剂组成药材,生地,丁光迪医生病例集,例六,现代临床
杞葡地黄合磁朱丸加味,方剂组成药材,女贞子,丁光迪医生病例集,例六,现代临床
杞葡地黄合磁朱丸加味,方剂组成药材,珍珠母,丁光迪医生病例集,例六,现代临床
杞葡地黄合磁朱丸加味,方剂组成药材,生白芍,丁光迪医生病例集,例六,现代临床
杞葡地黄合磁朱丸加味,方剂组成药材,茯苓,丁光迪医生病例集,例六,现代临床
杞葡地黄合磁朱丸加味,方剂组成药材,炒枣仁,丁光迪医生病例集,例六,现代临床
杞葡地黄合磁朱丸加味,方剂组成药材,麦冬,丁光迪医生病例集,例六,现代临床
杞葡地黄合磁朱丸加味,方剂组成药材,炙甘草,丁光迪医生病例集,例六,现代临床
杞葡地黄合磁朱丸加味,方剂组成药材,泽泻,丁光迪医生病例集,例六,现代临床
杞葡地黄合磁朱丸加味,方剂组成药材,丹皮,丁光迪医生病例集,例六,现代临床
杞葡地黄合磁朱丸加味,方剂组成药材,淮牛膝,丁光迪医生病例集,例六,现代临床
杞葡地黄合磁朱丸加味,方剂组成药材,磁朱丸,丁光迪医生病例集,例六,现代临床
甘菊花,药材具有功效,养阴柔肝,丁光迪医生病例集,例六,现代临床
枸杞子,药材具有功效,养阴柔肝,丁光迪医生病例集,例六,现代临床
生地,药材具有功效,养阴柔肝,丁光迪医生病例集,例六,现代临床
女贞子,药材具有功效,养阴柔肝,丁光迪医生病例集,例六,现代临床
珍珠母,药材具有功效,宁心安神,丁光迪医生病例集,例六,现代临床
生白芍,药材具有功效,宁心安神,丁光迪医生病例集,例六,现代临床
茯苓,药材具有功效,宁心安神,丁光迪医生病例集,例六,现代临床
炒枣仁,药材具有功效,宁心安神,丁光迪医生病例集,例六,现代临床
麦冬,药材具有功效,宁心安神,丁光迪医生病例集,例六,现代临床
炙甘草,药材具有功效,宁心安神,丁光迪医生病例集,例六,现代临床
泽泻,药材具有功效,宁心安神,丁光迪医生病例集,例六,现代临床
丹皮,药材具有功效,宁心安神,丁光迪医生病例集,例六,现代临床
淮牛膝,药材具有功效,宁心安神,丁光迪医生病例集,例六,现代临床
磁朱丸,药材具有功效,宁心安神,丁光迪医生病例集,例六,现代临床
丁光迪,名医经验总结,头痛耳鸣,丁光迪医生病例集,例六,现代临床
风火头痛,疾病表现症状,头偏左痛,丁光迪医生病例集,例七,现代临床
风火头痛,疾病表现症状,耳鸣,丁光迪医生病例集,例七,现代临床
风火头痛,疾病表现症状,脑中轰然,丁光迪医生病例集,例七,现代临床
风火头痛,疾病表现症状,左半头面掣痛,丁光迪医生病例集,例七,现代临床
风火头痛,疾病表现症状,血管跳动,丁光迪医生病例集,例七,现代临床
风火头痛,疾病表现症状,目眶胀痛,丁光迪医生病例集,例七,现代临床
风火头痛,疾病表现症状,烦躁不寐,丁光迪医生病例集,例七,现代临床
风火头痛,疾病表现症状,大便艰行,丁光迪医生病例集,例七,现代临床
风火头痛,疾病导致舌象,舌质赤,丁光迪医生病例集,例七,现代临床
风火头痛,疾病导致脉象,两手脉弦,丁光迪医生病例集,例七,现代临床
风火头痛,证候导致舌象,舌质赤,丁光迪医生病例集,例七,现代临床
风火头痛,证候导致脉象,两手脉弦,丁光迪医生病例集,例七,现代临床
风火头痛,综合辨证证候,风火相煽，上壅头目,丁光迪医生病例集,例七,现代临床
风火头痛,证候采用方剂,当归龙荟丸,丁光迪医生病例集,例七,现代临床
当归龙荟丸,方剂组成药材,当归,丁光迪医生病例集,例七,现代临床
当归龙荟丸,方剂组成药材,龙荟,丁光迪医生病例集,例七,现代临床
当归龙荟丸,方剂组成药材,牛膝,丁光迪医生病例集,例七,现代临床
当归龙荟丸,方剂组成药材,赤芍,丁光迪医生病例集,例七,现代临床
当归龙荟丸,方剂组成药材,生白芍,丁光迪医生病例集,例七,现代临床
当归龙荟丸,方剂组成药材,炙甘草,丁光迪医生病例集,例七,现代临床
当归龙荟丸,方剂组成药材,制乳香,丁光迪医生病例集,例七,现代临床
当归龙荟丸,方剂组成药材,川萼,丁光迪医生病例集,例七,现代临床
当归龙荟丸,方剂组成药材,柴胡,丁光迪医生病例集,例七,现代临床
当归龙荟丸,方剂组成药材,决明子,丁光迪医生病例集,例七,现代临床
当归龙荟丸,方剂组成药材,丹皮,丁光迪医生病例集,例七,现代临床
当归龙荟丸,方剂组成药材,黄苓,丁光迪医生病例集,例七,现代临床
当归龙荟丸,方剂组成药材,干地龙,丁光迪医生病例集,例七,现代临床
当归,药材具有功效,补血调经,丁光迪医生病例集,例七,现代临床
龙荟,药材具有功效,清热泻火,丁光迪医生病例集,例七,现代临床
牛膝,药材具有功效,活血化瘀,丁光迪医生病例集,例七,现代临床
赤芍,药材具有功效,清热凉血,丁光迪医生病例集,例七,现代临床
生白芍,药材具有功效,养血柔肝,丁光迪医生病例集,例七,现代临床
炙甘草,药材具有功效,调和诸药,丁光迪医生病例集,例七,现代临床
制乳香,药材具有功效,活血止痛,丁光迪医生病例集,例七,现代临床
川萼,药材具有功效,开窍醒神,丁光迪医生病例集,例七,现代临床
柴胡,药材具有功效,疏肝解郁,丁光迪医生病例集,例七,现代临床
决明子,药材具有功效,清肝明目,丁光迪医生病例集,例七,现代临床
丹皮,药材具有功效,清热凉血,丁光迪医生病例集,例七,现代临床
黄苓,药材具有功效,清热燥湿,丁光迪医生病例集,例七,现代临床
干地龙,药材具有功效,活血通络,丁光迪医生病例集,例七,现代临床
丁光迪,名医经验总结,风火头痛治疗经验,丁光迪医生病例集,例七,现代临床
血管神经性头痛,疾病表现症状,偏头痛,丁光迪医生病例集,例八,现代临床
血管神经性头痛,疾病表现症状,频频发作,丁光迪医生病例集,例八,现代临床
血管神经性头痛,疾病表现症状,头痛以左侧为剧,丁光迪医生病例集,例八,现代临床
血管神经性头痛,疾病表现症状,大发作时，右侧亦觉痛,丁光迪医生病例集,例八,现代临床
血管神经性头痛,疾病表现症状,痛如锥刺,丁光迪医生病例集,例八,现代临床
血管神经性头痛,疾病表现症状,太阳穴筋脉跳动,丁光迪医生病例集,例八,现代临床
血管神经性头痛,疾病表现症状,夜分痛甚,丁光迪医生病例集,例八,现代临床
血管神经性头痛,疾病表现症状,局部不能触摸,丁光迪医生病例集,例八,现代临床
血管神经性头痛,疾病表现症状,不能着枕,丁光迪医生病例集,例八,现代临床
血管神经性头痛,疾病表现症状,烦躁失眠,丁光迪医生病例集,例八,现代临床
血管神经性头痛,疾病表现症状,眼冒火星,丁光迪医生病例集,例八,现代临床
血管神经性头痛,疾病表现症状,恶心呕吐,丁光迪医生病例集,例八,现代临床
血管神经性头痛,疾病表现症状,大便秘结,丁光迪医生病例集,例八,现代临床
血管神经性头痛,疾病表现症状,每次发作持续2-3天或4-5天甚至10多天才缓解,丁光迪医生病例集,例八,现代临床
血管神经性头痛,疾病导致舌象,舌嫩而暗,丁光迪医生病例集,例八,现代临床
血管神经性头痛,疾病导致舌象,苔薄黄腻,丁光迪医生病例集,例八,现代临床
血管神经性头痛,疾病导致脉象,脉细而弦,丁光迪医生病例集,例八,现代临床
风火头痛,证候导致舌象,舌暗,丁光迪医生病例集,例八,现代临床
风火头痛,证候导致舌象,苔黄腻,丁光迪医生病例集,例八,现代临床
风火头痛,证候导致脉象,脉细弦,丁光迪医生病例集,例八,现代临床
风火头痛,综合辨证证候,既有风阳上逆，肝火犯胃的症状，又有久痛入络，经络瘀阻的变化,丁光迪医生病例集,例八,现代临床
风火头痛,证候采用方剂,柴胡清肝散,丁光迪医生病例集,例八,现代临床
柴胡清肝散,方剂组成药材,柴胡,丁光迪医生病例集,例八,现代临床
柴胡清肝散,方剂组成药材,夏枯草,丁光迪医生病例集,例八,现代临床
柴胡清肝散,方剂组成药材,川楝子,丁光迪医生病例集,例八,现代临床
柴胡清肝散,方剂组成药材,醋制香附,丁光迪医生病例集,例八,现代临床
柴胡清肝散,方剂组成药材,钩藤,丁光迪医生病例集,例八,现代临床
柴胡清肝散,方剂组成药材,制全蝎,丁光迪医生病例集,例八,现代临床
柴胡清肝散,方剂组成药材,牡蛎,丁光迪医生病例集,例八,现代临床
柴胡清肝散,方剂组成药材,淮牛膝,丁光迪医生病例集,例八,现代临床
柴胡清肝散,方剂组成药材,泽泻,丁光迪医生病例集,例八,现代临床
柴胡清肝散,方剂组成药材,丹皮,丁光迪医生病例集,例八,现代临床
柴胡清肝散,方剂组成药材,赤芍,丁光迪医生病例集,例八,现代临床
柴胡清肝散,方剂组成药材,白芍,丁光迪医生病例集,例八,现代临床
柴胡清肝散,方剂组成药材,姜半夏,丁光迪医生病例集,例八,现代临床
柴胡清肝散,方剂组成药材,川连,丁光迪医生病例集,例八,现代临床
柴胡清肝散,方剂组成药材,炙甘草,丁光迪医生病例集,例八,现代临床
风火头痛,证候采用方剂,杞菊地黄丸,丁光迪医生病例集,例八,现代临床
杞菊地黄丸,方剂组成药材,甘杞子,丁光迪医生病例集,例八,现代临床
杞菊地黄丸,方剂组成药材,甘菊花,丁光迪医生病例集,例八,现代临床
杞菊地黄丸,方剂组成药材,炒生地,丁光迪医生病例集,例八,现代临床
杞菊地黄丸,方剂组成药材,女贞子,丁光迪医生病例集,例八,现代临床
杞菊地黄丸,方剂组成药材,炒山药,丁光迪医生病例集,例八,现代临床
杞菊地黄丸,方剂组成药材,丹皮,丁光迪医生病例集,例八,现代临床
杞菊地黄丸,方剂组成药材,泽泻,丁光迪医生病例集,例八,现代临床
杞菊地黄丸,方剂组成药材,淮牛膝,丁光迪医生病例集,例八,现代临床
杞菊地黄丸,方剂组成药材,赤芍,丁光迪医生病例集,例八,现代临床
杞菊地黄丸,方剂组成药材,白芍,丁光迪医生病例集,例八,现代临床
杞菊地黄丸,方剂组成药材,炙甘草,丁光迪医生病例集,例八,现代临床
杞菊地黄丸,方剂组成药材,川芎,丁光迪医生病例集,例八,现代临床
杞菊地黄丸,方剂组成药材,桃仁泥,丁光迪医生病例集,例八,现代临床
杞菊地黄丸,方剂组成药材,红花,丁光迪医生病例集,例八,现代临床
杞菊地黄丸,方剂组成药材,北沙参,丁光迪医生病例集,例八,现代临床
杞菊地黄丸,方剂组成药材,川石斛,丁光迪医生病例集,例八,现代临床
杞菊地黄丸,方剂组成药材,野黑豆,丁光迪医生病例集,例八,现代临床
杞菊地黄丸,方剂组成药材,谷芽,丁光迪医生病例集,例八,现代临床
杞菊地黄丸,方剂组成药材,麦芽,丁光迪医生病例集,例八,现代临床
风火头痛,名医经验总结,丁光迪,丁光迪医生病例集,例八,现代临床
高血压,疾病表现症状,头晕,丁光迪医生病例集,例一,现代临床
高血压,疾病表现症状,视物目不清明,丁光迪医生病例集,例一,现代临床
高血压,疾病表现症状,瞌睡,丁光迪医生病例集,例一,现代临床
高血压,疾病表现症状,小便滴沥,丁光迪医生病例集,例一,现代临床
高血压,疾病表现症状,滑精,丁光迪医生病例集,例一,现代临床
高血压,疾病表现症状,心悸,丁光迪医生病例集,例一,现代临床
高血压,疾病表现症状,睡眠不实,丁光迪医生病例集,例一,现代临床
高血压,疾病表现症状,饮食不能多食,丁光迪医生病例集,例一,现代临床
高血压,疾病表现症状,心胸痞闷,丁光迪医生病例集,例一,现代临床
高血压,疾病表现症状,大便时濾,丁光迪医生病例集,例一,现代临床
胃下垂,疾病表现症状,肮腹痞胀,丁光迪医生病例集,例一,现代临床
胃下垂,疾病表现症状,呕吐,丁光迪医生病例集,例一,现代临床
慢性肠炎,疾病表现症状,大便时濾,丁光迪医生病例集,例一,现代临床
慢性肠炎,疾病表现症状,粪便夹粘液,丁光迪医生病例集,例一,现代临床
留饮为患,证候导致舌象,苔腻水滑,丁光迪医生病例集,例一,现代临床
留饮为患,证候导致舌象,舌胖而暗,丁光迪医生病例集,例一,现代临床
留饮为患,证候导致脉象,脉两手弦滑,丁光迪医生病例集,例一,现代临床
留饮为患,证候导致脉象,脉间有歇止,丁光迪医生病例集,例一,现代临床
泽泻汤合苓桂术甘汤,证候采用方剂,留饮为患,丁光迪医生病例集,例一,现代临床
泽泻汤合苓桂术甘汤,方剂组成药材,泽泻,丁光迪医生病例集,例一,现代临床
泽泻汤合苓桂术甘汤,方剂组成药材,白术,丁光迪医生病例集,例一,现代临床
泽泻汤合苓桂术甘汤,方剂组成药材,茯苓,丁光迪医生病例集,例一,现代临床
泽泻汤合苓桂术甘汤,方剂组成药材,桂枝,丁光迪医生病例集,例一,现代临床
泽泻汤合苓桂术甘汤,方剂组成药材,炙甘草,丁光迪医生病例集,例一,现代临床
泽泻汤合苓桂术甘汤,方剂组成药材,姜半夏,丁光迪医生病例集,例一,现代临床
泽泻汤合苓桂术甘汤,方剂组成药材,生姜,丁光迪医生病例集,例一,现代临床
泽泻汤合苓桂术甘汤,方剂组成药材,防风,丁光迪医生病例集,例一,现代临床
泽泻汤合苓桂术甘汤,方剂组成药材,椒目,丁光迪医生病例集,例一,现代临床
泽泻汤合苓桂术甘汤,方剂组成药材,石菖蒲,丁光迪医生病例集,例一,现代临床
泽泻汤合苓桂术甘汤,方剂组成药材,远志,丁光迪医生病例集,例一,现代临床
控涎丹,证候采用方剂,留饮为患,丁光迪医生病例集,例一,现代临床
控涎丹,方剂组成药材,白芥子,丁光迪医生病例集,例一,现代临床
控涎丹,方剂组成药材,火戟,丁光迪医生病例集,例一,现代临床
控涎丹,方剂组成药材,甘遂,丁光迪医生病例集,例一,现代临床
丁光迪,名医经验总结,本例为痰饮上逆的眩晕，汤丸并进而见愈,丁光迪医生病例集,例一,现代临床
丁光迪,名医经验总结,常移用于胃下垂病之有积液潴留的，作眩作吐的，亦获效验,丁光迪医生病例集,例一,现代临床
丁光迪,名医经验总结,曾以此治疗血吸虫病晚期肝腹水 （除外有食道下端静脉曲张较重的），上为痞胀，下又二便失V畅的，亦曾取斂,丁光迪医生病例集,例一,现代临床
丁光迪,名医经验总结,又曾移用于精神分裂症，吐下去痰饮，亦取得一时疗效,丁光迪医生病例集,例一,现代临床
卜二指肠球部溃疡、胃下垂、胃中潴留积液,疾病表现症状,淹缠不愈,丁光迪医生病例集,例二,现代临床
卜二指肠球部溃疡、胃下垂、胃中潴留积液,疾病导致舌象,舌嫩少苔,丁光迪医生病例集,例二,现代临床
卜二指肠球部溃疡、胃下垂、胃中潴留积液,疾病导致脉象,脉细,丁光迪医生病例集,例二,现代临床
眩晕,症状伴随症状,不能自主,丁光迪医生病例集,例二,现代临床
眩晕,症状伴随症状,跌倒,丁光迪医生病例集,例二,现代临床
眩晕,症状伴随症状,动作稍快或突然站起时目黑头晕,丁光迪医生病例集,例二,现代临床
眩晕,症状伴随症状,纳谷尚町,丁光迪医生病例集,例二,现代临床
眩晕,症状伴随症状,食量较少,丁光迪医生病例集,例二,现代临床
眩晕,症状伴随症状,自感疲乏,丁光迪医生病例集,例二,现代临床
眩晕,症状伴随症状,大便时结时澹,丁光迪医生病例集,例二,现代临床
眩晕,症状伴随症状,易于感冒,丁光迪医生病例集,例二,现代临床
眩晕,症状伴随症状,时自形寒,丁光迪医生病例集,例二,现代临床
眩晕,症状伴随症状,间有虚热,丁光迪医生病例集,例二,现代临床
眩晕,症状辨证证候,气血两伤之证,丁光迪医生病例集,例二,现代临床
眩晕,证候导致舌象,舌嫩少苔,丁光迪医生病例集,例二,现代临床
眩晕,证候导致脉象,脉细,丁光迪医生病例集,例二,现代临床
眩晕,综合辨证证候,中焦受损，荣卫不足,丁光迪医生病例集,例二,现代临床
眩晕,综合辨证证候,清阳不能上升，虚风反易浮越,丁光迪医生病例集,例二,现代临床
眩晕,证候采用方剂,薯菴丸,丁光迪医生病例集,例二,现代临床
薯菴丸,方剂组成药材,山药,丁光迪医生病例集,例二,现代临床
薯菴丸,方剂组成药材,白术,丁光迪医生病例集,例二,现代临床
薯菴丸,方剂组成药材,党参,丁光迪医生病例集,例二,现代临床
薯菴丸,方剂组成药材,干姜,丁光迪医生病例集,例二,现代临床
薯菴丸,方剂组成药材,甘草,丁光迪医生病例集,例二,现代临床
薯菴丸,方剂组成药材,茯苓,丁光迪医生病例集,例二,现代临床
薯菴丸,方剂组成药材,神曲,丁光迪医生病例集,例二,现代临床
薯菴丸,方剂组成药材,大豆黄卷,丁光迪医生病例集,例二,现代临床
薯菴丸,方剂组成药材,当归,丁光迪医生病例集,例二,现代临床
薯菴丸,方剂组成药材,白芍,丁光迪医生病例集,例二,现代临床
薯菴丸,方剂组成药材,川芎,丁光迪医生病例集,例二,现代临床
薯菴丸,方剂组成药材,麦冬,丁光迪医生病例集,例二,现代临床
薯菴丸,方剂组成药材,柴胡,丁光迪医生病例集,例二,现代临床
薯菴丸,方剂组成药材,桂枝,丁光迪医生病例集,例二,现代临床
薯菴丸,方剂组成药材,防风,丁光迪医生病例集,例二,现代临床
薯菴丸,方剂组成药材,桔梗,丁光迪医生病例集,例二,现代临床
山药,药材具有功效,补虚羸,丁光迪医生病例集,例二,现代临床
山药,药材具有功效,除寒热邪气,丁光迪医生病例集,例二,现代临床
山药,药材具有功效,久服耳目聪明气,丁光迪医生病例集,例二,现代临床
山药,药材具有功效,主头而游风,丁光迪医生病例集,例二,现代临床
山药,药材具有功效,头风眼眩气,丁光迪医生病例集,例二,现代临床
薯菴丸,归属于经典,金匮要略,丁光迪医生病例集,例二,现代临床
丁光迪,名医经验总结,虚风眩晕，临床并不少见，尤其脾骨虚弱之体，最易患此。证情亦并不过于复杂，而治疗效果往往较差，并多反复。如此例，亦已一年多了，治而不愈。其症状见于头目，而病本实在中焦。用薯後丸为治，最称合拍。仲景谓其治虚劳诸不足，风气百疾，正合虚风病情。其方用药，补中升阳，两调肝脾，路子亦很清楚。主药薯预，即是山药，本经谓能补虚羸，除寒热邪气，久服耳目聪明气。别录更谓主头而游风，头风眼眩气乃治虚风眩晕的妙药。配伍理中、姜、枣、获苓、豆卷、神曲，调补脾胃，振奋中阳，升发营卫气血之源，是抓住根本的。同时用柴胡、防风、川夸、桔梗，引升清阳；桂枝汤调和营能治虚寒虚热，并使升发之气大旺。更用当也、麦冬协同萼、芍，滋阴养血，使气行而血亦旺，肝脾得以两调，当然气虚得复，则虚风亦自靖。这种方法，是易学亦易用的，处方在薯贾丸中去干地黄、阿胶、杏仁，是嫌其阴柔油润，易于下行，有碍于升发阳气；白敛亦去之，这里不需要匸这是用药的从权之法，并非对原方的改变，而是更加突出此法的重点。关于食药方法，寓药于食，以食运药，更能适应胃喜，获取疗效。余在临床，每用此法，取得病员配合，往往见功。此法在唐宋诸方书，早已开始运用，至于寿亲养老诸书，宫庭膳食，和儿科方面，元明更多采用，并演化为药膳一门学科，这在脾胃虚弱病，以及诸多慢性病，调理康复，是大有运用价值，而且确有疗效。顺此略释其义，以资推广。总之，眩晕是风病，责之于肝，一般常用平肝熄风，或益气补血，养肝与目，固然多数如此，临床亦有效；倡须注意，眩晕亦不尽是风病，不全属肝阳，上文诸病例，即是明证，临床应该知常达变，灵活认证施治。素问至真要大论云：谨守病机，各司其属。有者求之，无者求之，盛者责之，虚者责之。必先五胜，疏其血气，令其调达，而致和平，此之谓也。信乎确论，临床务须识此。,丁光迪医生病例集,例二,现代临床
工作疲劳,疾病表现症状,心情不畅,丁光迪医生病例集,例一,现代临床
工作疲劳,疾病表现症状,时感跡痛,丁光迪医生病例集,例一,现代临床
心情不畅,症状伴随症状,时感跡痛,丁光迪医生病例集,例一,现代临床
肝郁气滯,疾病导致舌象,舌红,丁光迪医生病例集,例一,现代临床
肝郁气滯,疾病导致舌象,苔薄白,丁光迪医生病例集,例一,现代临床
肝郁气滯,疾病导致脉象,脉细,丁光迪医生病例集,例一,现代临床
肝郁气滯,疾病导致脉象,脉弦,丁光迪医生病例集,例一,现代临床
肝郁气滯,疾病表现症状,头昏乏力,丁光迪医生病例集,例一,现代临床
肝郁气滯,疾病表现症状,懒不欲动,丁光迪医生病例集,例一,现代临床
肝郁气滯,疾病表现症状,睡眠不实,丁光迪医生病例集,例一,现代临床
肝郁气滯,疾病表现症状,纳谷乏味,丁光迪医生病例集,例一,现代临床
肝郁气滯,疾病表现症状,时欲太息,丁光迪医生病例集,例一,现代临床
肝郁气滯,症状辨证证候,胁痛,丁光迪医生病例集,例一,现代临床
舌红苔薄白,舌象辨证证候,肝郁气滯,丁光迪医生病例集,例一,现代临床
脉细弦,脉象辨证证候,肝郁气滯,丁光迪医生病例集,例一,现代临床
肝郁气滯,综合辨证证候,络脉不和,丁光迪医生病例集,例一,现代临床
肝郁气滯络脉不和,证候采用方剂,升降汤,丁光迪医生病例集,例一,现代临床
升降汤,方剂组成药材,柴胡,丁光迪医生病例集,例一,现代临床
升降汤,方剂组成药材,炒枳壳,丁光迪医生病例集,例一,现代临床
升降汤,方剂组成药材,炙甘草,丁光迪医生病例集,例一,现代临床
升降汤,方剂组成药材,广祁金,丁光迪医生病例集,例一,现代临床
升降汤,方剂组成药材,青橘叶,丁光迪医生病例集,例一,现代临床
升降汤,方剂组成药材,厚朴花,丁光迪医生病例集,例一,现代临床
升降汤,方剂组成药材,佛手花,丁光迪医生病例集,例一,现代临床
升降汤,方剂组成药材,炙枇杷叶,丁光迪医生病例集,例一,现代临床
升降汤,方剂组成药材,丹皮,丁光迪医生病例集,例一,现代临床
升降汤,方剂组成药材,黑山梃,丁光迪医生病例集,例一,现代临床
升降汤,方剂组成药材,炒谷麦芽,丁光迪医生病例集,例一,现代临床
柴胡,药材具有功效,升降气机,丁光迪医生病例集,例一,现代临床
枳壳,药材具有功效,升降气机,丁光迪医生病例集,例一,现代临床
甘草,药材具有功效,调和阴阳二气,丁光迪医生病例集,例一,现代临床
丹皮,药材具有功效,柔肝泄热,丁光迪医生病例集,例一,现代临床
郁金,药材具有功效,通结气,丁光迪医生病例集,例一,现代临床
枇杷叶,药材具有功效,下气去肺热而和胃,丁光迪医生病例集,例一,现代临床
升降汤,归属于经典,丁光迪医生病例集,丁光迪医生病例集,例一,现代临床
丁光迪,名医经验总结,升降汤,丁光迪医生病例集,例一,现代临床
郁怒伤肝,疾病导致舌象,舌苔薄白，质红尖赤,丁光迪医生病例集,例二,现代临床
郁怒伤肝,疾病导致脉象,两脉弦而带涩,丁光迪医生病例集,例二,现代临床
郁怒伤肝,疾病表现症状,腹里拘急,丁光迪医生病例集,例二,现代临床
郁怒伤肝,疾病表现症状,两胁肋作胀作痛,丁光迪医生病例集,例二,现代临床
郁怒伤肝,疾病表现症状,欲得叹息,丁光迪医生病例集,例二,现代临床
郁怒伤肝,疾病表现症状,气至胸肮,丁光迪医生病例集,例二,现代临床
郁怒伤肝,疾病表现症状,气塞,丁光迪医生病例集,例二,现代临床
郁怒伤肝,疾病表现症状,纳谷无味,丁光迪医生病例集,例二,现代临床
郁怒伤肝,疾病表现症状,二便不爽,丁光迪医生病例集,例二,现代临床
郁怒伤肝,疾病表现症状,神识默然,丁光迪医生病例集,例二,现代临床
郁怒伤肝,疾病表现症状,间或躁怒,丁光迪医生病例集,例二,现代临床
郁怒伤肝,疾病表现症状,常欲独卧,丁光迪医生病例集,例二,现代临床
郁怒伤肝,症状伴随症状,精神抑郁,丁光迪医生病例集,例二,现代临床
升降汤加味,证候采用方剂,郁怒伤肝,丁光迪医生病例集,例二,现代临床
升降汤加味,方剂组成药材,柴胡,丁光迪医生病例集,例二,现代临床
升降汤加味,方剂组成药材,炒枳壳,丁光迪医生病例集,例二,现代临床
升降汤加味,方剂组成药材,炙甘草,丁光迪医生病例集,例二,现代临床
升降汤加味,方剂组成药材,广郁金,丁光迪医生病例集,例二,现代临床
升降汤加味,方剂组成药材,佛手花,丁光迪医生病例集,例二,现代临床
